,work_year,experience_level,job_title,salary_in_usd,remote_ratio,company_size
59,2024,MI,ML Engineer,168000,0,M
60,2024,SE,Data Modeler,140000,100,M
61,2024,SE,Data Modeler,130000,100,M
62,2024,SE,Machine Learning Engineer,190000,0,M
63,2024,SE,Machine Learning Engineer,100000,0,M
64,2024,MI,Data Scientist,150650,0,M
65,2024,MI,Data Scientist,106700,0,M
66,2024,SE,Data Scientist,192300,0,M
67,2024,SE,Data Scientist,107900,0,M
68,2024,MI,Data Integration Specialist,115000,100,M
69,2024,MI,Data Integration Specialist,95500,100,M
70,2024,MI,Research Scientist,195000,100,M
71,2024,MI,Research Scientist,160000,100,M
72,2024,SE,Data Scientist,257600,0,M
73,2024,SE,Data Scientist,146000,0,M
74,2024,EN,Data Analyst,90000,0,M
75,2024,EN,Data Analyst,70000,0,M
76,2024,SE,Machine Learning Engineer,122222,100,S
77,2024,SE,Machine Learning Engineer,77777,100,S
78,2024,SE,Data Engineer,158200,0,M
79,2024,SE,Data Engineer,74100,0,M
80,2024,SE,Data Engineer,231400,0,M
81,2024,SE,Data Engineer,170955,0,M
82,2024,MI,Data Engineer,137000,0,M
83,2024,MI,Data Engineer,60300,0,M
84,2024,MI,Data Analyst,101098,0,M
85,2024,MI,Data Analyst,59469,0,M
86,2024,MI,Data Product Manager,166363,0,M
87,2024,MI,Data Product Manager,103977,0,M
88,2024,SE,Data Manager,166000,0,M
89,2024,SE,Data Manager,104000,0,M
90,2024,SE,Research Scientist,170400,0,M
91,2024,SE,Research Scientist,123800,0,M
92,2024,MI,Data Visualization Specialist,94763,100,M
93,2024,MI,Data Visualization Specialist,67750,100,M
94,2024,SE,Machine Learning Engineer,251250,0,M
95,2024,SE,Machine Learning Engineer,120750,0,M
96,2024,MI,Data Analyst,33333,0,M
97,2024,MI,Data Analyst,28666,0,M
98,2024,SE,Data Scientist,189615,0,M
99,2024,SE,Data Scientist,150385,0,M
100,2024,SE,Data Science,283800,0,M
101,2024,SE,Data Science,234700,0,M
102,2024,MI,Data Scientist,109000,100,M
103,2024,MI,Data Scientist,93000,100,M
104,2024,MI,Data Scientist,164000,0,M
105,2024,MI,Data Scientist,131000,0,M
106,2024,MI,Data Specialist,57008,0,M
107,2024,MI,Data Specialist,38651,0,M
108,2024,MI,Data Analyst,68750,100,M
109,2024,MI,Data Analyst,56250,100,M
110,2024,SE,Business Intelligence Lead,144300,0,M
111,2024,SE,Business Intelligence Lead,104800,0,M
112,2024,SE,Data Engineer,212750,0,M
113,2024,SE,Data Engineer,157250,0,M
114,2024,EN,Data Analyst,150000,100,M
115,2024,EN,Data Analyst,129200,100,M
116,2024,SE,Machine Learning Engineer,265000,0,M
117,2024,SE,Machine Learning Engineer,170000,0,M
118,2024,SE,Data Scientist,190000,100,M
119,2024,SE,Data Scientist,155000,100,M
120,2024,SE,Data Engineer,165000,100,M
121,2024,SE,Data Engineer,100000,100,M
122,2024,MI,Data Engineer,213900,100,M
123,2024,MI,Data Engineer,126500,100,M
124,2024,SE,Research Analyst,130000,0,M
125,2024,SE,Research Analyst,104000,0,M
126,2024,SE,Machine Learning Engineer,225000,100,M
127,2024,SE,Machine Learning Engineer,66000,100,M
128,2024,SE,ML Engineer,220000,0,M
129,2024,MI,Business Intelligence Analyst,110000,0,M
130,2024,MI,Business Intelligence Analyst,85000,0,M
131,2024,SE,Machine Learning Engineer,282000,100,M
132,2024,SE,Machine Learning Engineer,188000,100,M
133,2024,EX,Data Science,219650,100,M
134,2024,EX,Data Science,136000,100,M
135,2024,SE,Data Science,210850,0,M
136,2024,SE,Data Science,145400,0,M
137,2024,MI,Data Analyst,143800,100,M
138,2024,MI,Data Analyst,106300,100,M
139,2024,MI,AI Engineer,150000,100,M
140,2024,MI,AI Engineer,90200,100,M
141,2024,MI,Data Engineer,140000,0,M
142,2024,MI,Data Engineer,110000,0,M
143,2024,SE,Data Analyst,140000,100,M
144,2024,SE,Data Analyst,120000,100,M
145,2024,EN,AI Software Engineer,117647,0,S
146,2024,MI,Research Scientist,138000,0,M
147,2024,MI,Research Scientist,86000,0,M
148,2024,MI,Data Scientist,199700,0,M
149,2024,MI,Data Scientist,70800,0,M
150,2024,SE,Research Analyst,175000,0,M
151,2024,SE,Research Analyst,130000,0,M
152,2024,SE,Data Architect,169847,100,M
153,2024,SE,Data Architect,131631,100,M
154,2024,SE,Machine Learning Scientist,277000,0,M
155,2024,SE,Machine Learning Scientist,173000,0,M
156,2024,SE,Machine Learning Engineer,264500,100,M
157,2024,SE,Machine Learning Engineer,165600,100,M
158,2024,SE,Business Intelligence,194000,100,M
159,2024,SE,Business Intelligence,168000,100,M
160,2024,MI,Data Engineer,90000,0,M
161,2024,MI,Data Engineer,70000,0,M
162,2024,EN,Data Scientist,137000,0,M
163,2024,EN,Data Scientist,60400,0,M
164,2024,EX,Data Science,197689,0,M
165,2024,EX,Data Science,152311,0,M
166,2024,EX,Research Analyst,209500,0,M
167,2024,EX,Research Analyst,147500,0,M
168,2024,SE,Data Engineer,170000,100,M
169,2024,SE,Data Engineer,146000,100,M
170,2024,SE,Machine Learning Engineer,220600,0,M
171,2024,SE,Machine Learning Engineer,140100,0,M
172,2024,SE,AI Engineer,236872,0,M
173,2024,SE,AI Engineer,148045,0,M
174,2024,MI,Data Science Engineer,143896,0,M
175,2024,MI,Data Science Engineer,99208,0,M
176,2024,SE,Applied Scientist,250000,0,M
177,2024,SE,Applied Scientist,160000,0,M
178,2024,SE,ML Engineer,200000,0,M
179,2024,SE,ML Engineer,25000,0,M
180,2024,SE,Data Engineer,137500,0,M
181,2024,SE,Data Engineer,81500,0,M
182,2024,EX,Data Science,209700,0,M
183,2024,EX,Data Science,161300,0,M
184,2024,SE,Data Scientist,249000,0,M
185,2024,SE,Data Scientist,216000,0,M
186,2024,SE,Data Engineer,170040,0,M
187,2024,SE,Data Engineer,113360,0,M
188,2024,MI,Machine Learning Operations Engineer,178250,0,M
189,2024,MI,Machine Learning Operations Engineer,110500,0,M
190,2024,EN,Data Analyst,83300,0,M
191,2024,EN,Data Analyst,47500,0,M
192,2024,SE,Data Scientist,200000,100,M
193,2024,SE,Data Scientist,148500,100,M
194,2024,SE,Data Architect,138000,0,M
195,2024,SE,Data Architect,120000,0,M
196,2024,SE,Research Scientist,250000,0,M
197,2024,SE,Research Scientist,200000,0,M
198,2024,SE,Data Engineer,110000,100,M
199,2024,SE,Data Engineer,90000,100,M
200,2024,MI,Data Engineer,142000,100,M
201,2024,MI,Data Engineer,129500,100,M
202,2024,MI,Data Product Manager,210554,0,M
203,2024,MI,Data Product Manager,131596,0,M
204,2024,SE,Data Engineer,170000,0,M
205,2024,SE,Data Engineer,130000,0,M
206,2024,SE,Data Engineer,159550,0,M
207,2024,SE,Data Engineer,113000,0,M
208,2024,MI,Data Engineer,135000,0,M
209,2024,MI,Data Engineer,100000,0,M
210,2024,MI,Machine Learning Engineer,245400,0,M
211,2024,MI,Machine Learning Engineer,139000,0,M
212,2024,SE,Data Engineer,190000,0,M
213,2024,SE,Data Engineer,167000,0,M
214,2024,SE,Machine Learning Engineer,304000,0,M
215,2024,SE,Machine Learning Engineer,244000,0,M
216,2024,EN,Data Analyst,62500,0,M
217,2024,EN,Data Analyst,55000,0,M
218,2024,SE,Data Scientist,247600,0,L
219,2024,SE,Data Scientist,127300,0,L
220,2024,SE,Data Science,210000,0,M
221,2024,SE,Data Science,170000,0,M
222,2024,MI,Applied Scientist,222200,0,L
223,2024,MI,Applied Scientist,136000,0,L
224,2024,MI,Research Analyst,200000,100,M
225,2024,MI,Research Analyst,151300,100,M
226,2024,MI,Data Scientist,110000,100,M
227,2024,MI,Data Scientist,90000,100,M
228,2024,EN,Data Analyst,156000,0,M
229,2024,EN,Data Analyst,94000,0,M
230,2024,MI,Research Scientist,212800,0,L
231,2024,MI,Research Scientist,124100,0,L
232,2024,MI,Analytics Engineer,195000,0,M
233,2024,MI,Analytics Engineer,140000,0,M
234,2024,SE,Data Management Analyst,199068,0,M
235,2024,SE,Data Management Analyst,150000,0,M
236,2024,EX,Data Science,250900,0,M
237,2024,EX,Data Science,173100,0,M
238,2024,MI,Data Analyst,95000,0,M
239,2024,MI,Data Analyst,80000,0,M
240,2024,EN,Data Scientist,66666,0,M
241,2024,EN,Data Scientist,44444,0,M
242,2024,SE,Data Engineer,138000,0,M
243,2024,SE,Data Engineer,86000,0,M
244,2024,SE,AI Engineer,186754,0,M
245,2024,SE,AI Engineer,101000,0,M
246,2024,SE,Data Scientist,234000,0,M
247,2024,SE,Data Scientist,146000,0,M
248,2024,MI,Research Scientist,96200,100,M
249,2024,MI,Research Scientist,69800,100,M
250,2024,SE,Encounter Data Management Professional,96200,100,M
251,2024,SE,Encounter Data Management Professional,69800,100,M
252,2024,SE,Business Intelligence,170000,0,M
253,2024,SE,Business Intelligence,150000,0,M
254,2024,MI,Data Engineer,157500,0,M
255,2024,MI,Data Engineer,149900,0,M
256,2024,SE,Data Analyst,169000,0,M
257,2024,SE,Data Analyst,105000,0,M
258,2024,SE,Data Engineer,148017,100,M
259,2024,SE,Data Engineer,87069,100,M
260,2024,MI,Data Specialist,106336,0,M
261,2024,MI,Data Specialist,83150,0,M
262,2024,MI,Data Analytics Specialist,130000,100,M
263,2024,MI,Data Analytics Specialist,91000,100,M
264,2024,SE,Data Analyst,149925,0,M
265,2024,SE,Data Analyst,91260,0,M
266,2024,SE,ML Engineer,185000,0,M
267,2024,SE,ML Engineer,25000,0,M
268,2024,SE,Data Scientist,155000,100,M
269,2024,SE,Data Scientist,120000,100,M
270,2024,SE,ML Engineer,209700,0,M
271,2024,SE,ML Engineer,144600,0,M
272,2024,SE,Data Architect,175000,0,M
273,2024,SE,Data Architect,117000,0,M
274,2024,MI,Data Analyst,77280,0,M
275,2024,MI,Data Analyst,58000,0,M
276,2024,SE,Data Engineer,170200,100,M
277,2024,SE,Data Engineer,125800,100,M
278,2024,SE,Data Architect,202730,100,M
279,2024,SE,Data Architect,92118,100,M
280,2024,MI,Data Analyst,125000,100,M
281,2024,MI,Data Analyst,100000,100,M
282,2024,SE,Applied Scientist,200000,100,M
283,2024,SE,Applied Scientist,160000,100,M
284,2024,MI,Data Scientist,157144,0,M
285,2024,MI,Data Scientist,93101,0,M
286,2024,SE,Data Scientist,160769,0,M
287,2024,SE,Data Scientist,115384,0,M
288,2024,SE,Applied Scientist,260000,0,L
289,2024,SE,Applied Scientist,136000,0,L
290,2024,SE,Machine Learning Engineer,189000,0,M
291,2024,SE,Machine Learning Engineer,145400,0,M
292,2024,SE,Data Architect,200070,0,M
293,2024,SE,Data Architect,107730,0,M
294,2024,SE,Data Engineer,154000,0,M
295,2024,SE,Data Engineer,103000,0,M
296,2024,EX,Head of Data,223000,0,M
297,2024,EX,Head of Data,205000,0,M
298,2024,SE,Data Analyst,209000,0,M
299,2024,SE,Data Analyst,120000,0,M
300,2024,MI,Machine Learning Engineer,200000,0,M
301,2024,MI,Machine Learning Engineer,160000,0,M
302,2024,MI,Data Scientist,110000,100,M
303,2024,MI,Data Scientist,90000,100,M
304,2024,SE,Data Scientist,252000,0,M
305,2024,SE,Data Scientist,168000,0,M
306,2024,MI,Applied Scientist,222200,0,L
307,2024,MI,Applied Scientist,136000,0,L
308,2024,SE,Data Analytics Lead,250000,100,M
309,2024,SE,Data Scientist,385000,100,M
310,2024,SE,Data Scientist,130000,100,M
311,2024,MI,Data Scientist,150000,0,M
312,2024,MI,Data Scientist,127500,0,M
313,2024,EN,Business Intelligence Analyst,142136,0,M
314,2024,EN,Business Intelligence Analyst,123596,0,M
315,2024,MI,Data Scientist,285200,100,M
316,2024,MI,Data Scientist,168600,100,M
317,2024,SE,Data Scientist,223500,0,M
318,2024,SE,Data Scientist,109100,0,M
319,2024,EN,Data Analyst,64500,0,M
320,2024,EN,Data Analyst,46500,0,M
321,2024,SE,Data Engineer,180500,0,M
322,2024,SE,Data Engineer,96200,0,M
323,2024,MI,Data Analyst,86940,0,M
324,2024,MI,Data Analyst,66000,0,M
325,2024,MI,Data Analyst,77280,0,M
326,2024,MI,Data Analyst,58000,0,M
327,2024,SE,Data Specialist,51772,0,M
328,2024,SE,Data Specialist,47778,0,M
329,2024,SE,Data Manager,166000,0,M
330,2024,SE,Data Manager,104000,0,M
331,2024,EN,Data Analyst,97000,0,M
332,2024,EN,Data Analyst,62000,0,M
333,2024,MI,Machine Learning Scientist,176000,0,M
334,2024,MI,Machine Learning Scientist,72700,0,M
335,2024,MI,Data Science,42457,0,M
336,2024,MI,Data Science,39245,0,M
337,2024,EN,Research Scientist,170500,100,M
338,2024,EN,Research Scientist,123200,100,M
339,2024,SE,Machine Learning Engineer,296400,0,M
340,2024,SE,Machine Learning Engineer,159600,0,M
341,2024,SE,Applied Scientist,158200,0,M
342,2024,SE,Applied Scientist,79000,0,M
343,2024,SE,Data Scientist,153000,0,M
344,2024,SE,Data Scientist,135000,0,M
345,2024,MI,Data Scientist,145000,0,M
346,2024,MI,Data Scientist,125000,0,M
347,2024,EX,Head of Data,230000,100,M
348,2024,EX,Head of Data,200000,100,M
349,2024,SE,Machine Learning Engineer,278000,0,M
350,2024,SE,Machine Learning Engineer,196000,0,M
351,2024,SE,Data Engineer,140000,100,M
352,2024,SE,Data Engineer,100000,100,M
353,2024,MI,Data Scientist,45000,100,M
354,2024,MI,Data Scientist,30000,100,M
355,2024,SE,Data Scientist,218000,0,M
356,2024,SE,Data Scientist,145000,0,M
357,2024,SE,Data Analyst,100000,0,M
358,2024,SE,Data Analyst,86220,0,M
359,2024,MI,Data Engineer,190000,0,M
360,2024,MI,Data Engineer,150000,0,M
361,2024,MI,Business Intelligence,110000,0,M
362,2024,MI,Business Intelligence,95000,0,M
363,2024,SE,Data Science,110000,0,M
364,2024,SE,Data Science,90000,0,M
365,2024,MI,Data Engineer,140000,0,M
366,2024,MI,Data Engineer,110000,0,M
367,2024,MI,Data Analyst,80000,100,M
368,2024,MI,Data Analyst,50000,100,M
369,2024,SE,Data Analyst,180000,100,M
370,2024,SE,Data Analyst,130000,100,M
371,2024,SE,Data Engineer,200000,0,M
372,2024,SE,Data Engineer,147000,0,M
373,2024,SE,Data Analyst,148000,0,M
374,2024,SE,Data Analyst,125000,0,M
375,2024,SE,Data Scientist,150000,0,M
376,2024,SE,Data Scientist,110000,0,M
377,2024,SE,Data Analyst,245400,100,M
378,2024,SE,Data Analyst,135800,100,M
379,2024,EX,Business Intelligence,200000,0,M
380,2024,EX,Business Intelligence,175000,0,M
381,2024,SE,Applied Scientist,249700,100,M
382,2024,SE,Applied Scientist,156300,100,M
383,2024,SE,Data Architect,190000,100,M
384,2024,SE,Data Architect,140000,100,M
385,2024,SE,Machine Learning Engineer,370000,0,M
386,2024,SE,Machine Learning Engineer,220000,0,M
387,2024,EN,Data Engineer,38888,0,M
388,2024,EN,Data Engineer,30000,0,M
389,2024,SE,Machine Learning Engineer,280000,100,M
390,2024,SE,Machine Learning Engineer,184000,100,M
391,2024,MI,Data Analyst,174000,0,M
392,2024,MI,Data Analyst,132000,0,M
393,2024,SE,Analytics Engineer,720000,0,M
394,2024,SE,Analytics Engineer,170000,0,M
395,2024,SE,Machine Learning Engineer,200000,0,M
396,2024,SE,Machine Learning Engineer,160000,0,M
397,2024,SE,Data Scientist,150000,0,M
398,2024,SE,Data Scientist,111000,0,M
399,2024,SE,Machine Learning Engineer,280000,100,M
400,2024,SE,Machine Learning Engineer,184000,100,M
401,2024,SE,Machine Learning Engineer,302900,0,M
402,2024,SE,Machine Learning Engineer,302900,0,M
403,2024,MI,Data Engineer,179500,0,M
404,2024,MI,Data Engineer,149500,0,M
405,2024,SE,Data Architect,238000,100,M
406,2024,SE,Data Architect,149000,100,M
407,2024,SE,Data Scientist,190000,0,M
408,2024,SE,Data Scientist,148000,0,M
409,2024,SE,Data Modeler,162225,0,M
410,2024,SE,Data Modeler,139050,0,M
411,2024,SE,Data Engineer,190000,100,M
412,2024,SE,Data Engineer,105301,100,M
413,2024,SE,Data Scientist,180000,0,M
414,2024,SE,Data Scientist,139000,0,M
415,2024,SE,Data Analyst,62500,0,M
416,2024,SE,Data Analyst,55000,0,M
417,2024,SE,Machine Learning Engineer,252000,0,M
418,2024,SE,Machine Learning Engineer,168000,0,M
419,2024,MI,Data Engineer,85000,0,M
420,2024,MI,Data Engineer,74880,0,M
421,2024,SE,Machine Learning Engineer,260000,0,M
422,2024,SE,Machine Learning Engineer,160000,0,M
423,2024,SE,Data Engineer,190000,100,M
424,2024,SE,Data Engineer,150000,100,M
425,2024,MI,Research Engineer,234000,0,M
426,2024,MI,Research Engineer,176000,0,M
427,2024,MI,Data Engineer,125000,100,M
428,2024,MI,Data Engineer,100000,100,M
429,2024,SE,ML Engineer,155000,0,M
430,2024,SE,ML Engineer,100000,0,M
431,2024,SE,Data Analyst,170000,100,M
432,2024,SE,Data Analyst,130000,100,M
433,2024,MI,Data Engineer,184000,0,M
434,2024,MI,Data Engineer,123000,0,M
435,2024,SE,Data Modeler,140000,100,M
436,2024,SE,Data Modeler,130000,100,M
437,2024,MI,Data Scientist,159550,0,M
438,2024,MI,Data Scientist,113000,0,M
439,2024,SE,Data Scientist,222300,0,M
440,2024,SE,Data Scientist,119700,0,M
441,2024,SE,ML Engineer,120000,0,M
442,2024,SE,ML Engineer,75000,0,M
443,2024,SE,AI Scientist,166000,0,M
444,2024,SE,AI Scientist,110781,0,M
445,2024,MI,Data Scientist,121500,100,M
446,2024,MI,Data Scientist,88200,100,M
447,2024,EN,Data Science,63162,0,M
448,2024,EN,Data Science,37154,0,M
449,2024,SE,Data Scientist,195800,0,M
450,2024,SE,Data Scientist,161900,0,M
451,2024,SE,Data Analyst,142166,0,M
452,2024,SE,Data Analyst,88854,0,M
453,2024,EN,Business Intelligence Developer,137000,0,M
454,2024,EN,Business Intelligence Developer,60400,0,M
455,2024,SE,Data Architect,178090,100,M
456,2024,SE,Data Architect,92118,100,M
457,2024,EX,Head of Data,257500,0,M
458,2024,EX,Head of Data,190000,0,M
459,2024,MI,AI Engineer,176000,0,M
460,2024,MI,AI Engineer,106500,0,M
461,2024,MI,Business Intelligence,125500,0,M
462,2024,MI,Business Intelligence,78000,0,M
463,2024,SE,Data Engineer,200000,100,M
464,2024,SE,Data Engineer,96000,100,M
465,2024,EN,Business Intelligence Analyst,192500,0,M
466,2024,EN,Business Intelligence Analyst,140000,0,M
467,2024,SE,Data Engineer,220000,0,M
468,2024,SE,Data Engineer,96600,0,M
469,2024,SE,Data Engineer,195500,0,M
470,2024,SE,Data Engineer,117300,0,M
471,2024,SE,Data Engineer,156000,0,M
472,2024,SE,Data Engineer,124000,0,M
473,2024,SE,Data Architect,178090,0,M
474,2024,SE,Data Architect,81978,0,M
475,2024,SE,Data Engineer,142500,0,M
476,2024,SE,Data Engineer,90000,0,M
477,2024,SE,Data Engineer,171210,0,M
478,2024,SE,Data Engineer,92190,0,M
479,2024,SE,Data Architect,74276,0,M
480,2024,SE,Data Architect,60437,0,M
481,2024,MI,Machine Learning Developer,125000,0,M
482,2024,MI,Machine Learning Developer,90000,0,M
483,2024,MI,Data Scientist,176000,100,M
484,2024,MI,Data Scientist,72700,100,M
485,2024,MI,Data Engineer,132600,0,M
486,2024,MI,Data Engineer,80845,0,M
487,2024,EX,Data Engineer,250000,0,M
488,2024,EX,Data Engineer,150000,0,M
489,2024,MI,Data Management Specialist,79000,0,M
490,2024,MI,Data Management Specialist,72000,0,M
491,2024,SE,Data Scientist,230800,100,M
492,2024,SE,Data Scientist,96200,100,M
493,2024,EN,Data Scientist,187415,0,M
494,2024,EN,Data Scientist,114080,0,M
495,2024,EN,Business Intelligence Lead,187415,0,M
496,2024,EN,Business Intelligence Lead,114080,0,M
497,2024,SE,Data Engineer,277000,0,M
498,2024,SE,Data Engineer,173000,0,M
499,2024,MI,Data Engineer,175000,0,M
500,2024,MI,Data Engineer,117000,0,M
501,2024,SE,Data Architect,193000,0,M
502,2024,SE,Data Architect,84600,0,M
503,2024,SE,AI Engineer,220000,0,M
504,2024,SE,AI Engineer,96600,0,M
505,2024,SE,Data Analyst,170000,0,M
506,2024,SE,Data Analyst,130000,0,M
507,2024,MI,Data Scientist,172000,0,M
508,2024,MI,Data Scientist,75600,0,M
509,2024,SE,Machine Learning Scientist,201000,0,M
510,2024,SE,Machine Learning Scientist,125500,0,M
511,2024,SE,Business Intelligence Analyst,187000,100,M
512,2024,SE,Business Intelligence Analyst,117000,100,M
513,2024,EN,Data Analyst,61700,0,M
514,2024,EN,Data Analyst,55000,0,M
515,2024,MI,Data Engineer,56250,0,M
516,2024,MI,Data Engineer,43750,0,M
517,2024,SE,Data Science,292300,0,M
518,2024,SE,Data Science,149700,0,M
519,2024,SE,Business Intelligence Engineer,165600,0,L
520,2024,SE,Business Intelligence Engineer,65800,0,L
521,2024,MI,Data Engineer,148000,0,M
522,2024,MI,Data Engineer,118000,0,M
523,2024,SE,Data Scientist,62500,0,M
524,2024,SE,Data Scientist,62500,0,M
525,2024,MI,ML Engineer,252000,0,M
526,2024,MI,ML Engineer,168000,0,M
527,2024,SE,Data Engineer,149076,0,M
528,2024,SE,Data Engineer,82365,0,M
529,2024,SE,Data Engineer,160000,0,M
530,2024,SE,Data Engineer,120000,0,M
531,2024,SE,Data Engineer,160000,0,M
532,2024,SE,Data Engineer,115000,0,M
533,2024,MI,Data Engineer,193000,0,M
534,2024,MI,Data Engineer,128000,0,M
535,2024,SE,ML Engineer,220000,0,M
536,2024,SE,ML Engineer,170000,0,M
537,2024,SE,Machine Learning Engineer,189000,0,M
538,2024,SE,Machine Learning Engineer,136000,0,M
539,2024,MI,Business Intelligence Engineer,185000,0,L
540,2024,MI,Business Intelligence Engineer,79600,0,L
541,2024,MI,Applied Scientist,210000,0,M
542,2024,MI,Applied Scientist,160000,0,M
543,2024,EX,Data Science,200000,0,M
544,2024,EX,Data Science,160000,0,M
545,2024,SE,Machine Learning Engineer,150000,0,M
546,2024,SE,Machine Learning Engineer,90000,0,M
547,2024,MI,Machine Learning Engineer,208200,100,M
548,2024,MI,Machine Learning Engineer,124900,100,M
549,2024,SE,Data Engineer,150000,0,M
550,2024,SE,Data Engineer,130000,0,M
551,2024,SE,Machine Learning Engineer,189000,0,M
552,2024,SE,Machine Learning Engineer,160000,0,M
553,2024,SE,Data Engineer,255475,0,M
554,2024,SE,Data Engineer,185800,0,M
555,2024,SE,Data Engineer,220000,0,M
556,2024,SE,Data Engineer,170000,0,M
557,2024,SE,Machine Learning Engineer,220000,0,M
558,2024,SE,Machine Learning Engineer,170000,0,M
559,2024,SE,Data Analyst,113800,100,M
560,2024,SE,Data Analyst,74400,100,M
561,2024,SE,Machine Learning Engineer,260000,0,M
562,2024,MI,Data Scientist,180000,0,M
563,2024,MI,Data Scientist,140000,0,M
564,2024,SE,Business Intelligence Engineer,108500,0,M
565,2024,SE,Business Intelligence Engineer,78800,0,M
566,2024,SE,Machine Learning Engineer,252000,0,M
567,2024,SE,Machine Learning Engineer,181000,0,M
568,2024,SE,Data Scientist,301126,100,M
569,2024,SE,Data Scientist,210788,100,M
570,2024,EN,Data Analyst,20000,100,M
571,2024,SE,Data Analyst,147500,0,M
572,2024,SE,Data Analyst,85000,0,M
573,2024,SE,Data Architect,175000,0,M
574,2024,SE,Data Architect,117000,0,M
575,2024,EN,Data Analyst,102927,0,M
576,2024,EN,Data Analyst,95010,0,M
577,2024,EN,Business Intelligence Analyst,157400,100,M
578,2024,EN,Business Intelligence Analyst,98600,100,M
579,2024,EN,Data Analyst,83000,100,M
580,2024,EN,Data Analyst,64000,100,M
581,2024,SE,Data Engineer,200000,100,M
582,2024,SE,Data Engineer,90000,100,M
583,2024,SE,ML Engineer,250000,100,M
584,2024,SE,ML Engineer,190000,100,M
585,2024,SE,ML Engineer,258750,0,M
586,2024,SE,ML Engineer,191250,0,M
587,2024,EN,ML Engineer,177100,0,M
588,2024,EN,ML Engineer,130900,0,M
589,2024,EN,Data Analyst,99200,100,M
590,2024,EN,Data Analyst,69400,100,M
591,2024,MI,Encounter Data Management Professional,79500,100,M
592,2024,MI,Encounter Data Management Professional,57700,100,M
593,2024,SE,Data Engineer,179000,0,M
594,2024,SE,Data Engineer,112000,0,M
595,2024,SE,Machine Learning Engineer,206000,0,M
596,2024,SE,Machine Learning Engineer,97335,0,M
597,2024,MI,Machine Learning Engineer,223900,100,M
598,2024,MI,Machine Learning Engineer,140100,100,M
599,2024,SE,Data Architect,93750,0,M
600,2024,SE,Data Architect,81250,0,M
601,2024,SE,Data Manager,144300,100,M
602,2024,SE,Data Manager,104800,100,M
603,2024,MI,Business Intelligence,168000,100,L
604,2024,MI,Business Intelligence,78400,100,L
605,2024,SE,Data Analyst,207300,0,M
606,2024,SE,Data Analyst,114700,0,M
607,2024,SE,Data Scientist,265000,100,M
608,2024,SE,Data Scientist,220000,100,M
609,2024,SE,Business Intelligence Analyst,120000,0,M
610,2024,SE,Business Intelligence Analyst,100000,0,M
611,2024,SE,Machine Learning Engineer,306000,0,M
612,2024,SE,Machine Learning Engineer,151600,0,M
